Protocol,Seed,nNodes,nFlows,MaxPaths,InitEnergy_J,PktInterval_s,PDR,Throughput_kbps,Delay_ms,Jitter_ms,TxPkts,RxPkts,CtrlBytes,NRL,EnergyConsumed_J,EnergyPerPkt_J,LiveNodes
AODV,23,20,19,3,50.000000,0.500000,0.776890,6.519789,112.503776,58.921287,7382,5735,292432,9.442733,723.395462,0.126137,20
AODV,25,20,19,3,50.000000,0.500000,0.531834,4.463242,76.211765,40.234613,7382,3926,161788,7.631365,721.911042,0.183880,20
AODV,26,20,19,3,50.000000,0.500000,0.664860,5.579621,46.071398,32.086492,7382,4908,217220,8.195991,722.610790,0.147231,20
AODV,27,20,19,3,50.000000,0.500000,0.671769,5.637600,30.325677,23.242739,7382,4959,304748,11.380281,724.755901,0.146150,20
AODV,28,20,19,3,50.000000,0.500000,0.740179,6.211705,87.136775,41.654761,7382,5464,222732,7.548804,723.684466,0.132446,20
AODV,29,20,19,3,50.000000,0.500000,0.571390,4.795200,10.220927,8.490498,7382,4218,144316,6.335985,721.300753,0.171005,20
AODV,30,20,19,3,50.000000,0.500000,0.536034,4.498484,26.995172,13.816345,7382,3957,136768,6.400659,721.260585,0.182275,20
PMAODV,2,20,19,3,50.000000,0.500000,0.455974,4.039200,88.482582,27.457887,7382,3366,269630,14.834071,722.777803,0.214729,20
PMAODV,1,20,19,3,50.000000,0.500000,0.601869,5.050989,22.935927,20.848670,7382,4443,307214,12.804745,723.935744,0.162938,20
PMAODV,3,20,19,3,50.000000,0.500000,0.668924,5.613726,13.644554,12.032661,7382,4938,119708,4.489297,721.894401,0.146192,20
PMAODV,5,20,19,3,50.000000,0.500000,0.820780,6.888126,88.236872,31.420586,7382,6059,174344,5.328590,720.994869,0.118996,20
PMAODV,4,20,19,3,50.000000,0.500000,0.806421,6.767621,40.150329,25.570028,7382,5953,187488,5.832353,722.165881,0.121311,20
PMAODV,6,20,19,3,50.000000,0.500000,0.891899,7.484968,30.674563,24.783627,7382,6584,199228,5.603596,722.253060,0.109698,20
PMAODV,8,20,19,3,50.000000,0.500000,0.309266,2.739600,49.253514,24.958863,7382,2283,98812,8.015120,721.100917,0.315857,20
PMAODV,7,20,19,3,50.000000,0.500000,0.374695,3.319200,73.917964,22.948048,7382,2766,250392,16.763879,722.743349,0.261295,20
PMAODV,9,20,19,3,50.000000,0.500000,0.510837,4.525200,62.220304,22.617024,7382,3771,170614,8.378463,721.827831,0.191415,20
PMAODV,11,20,19,3,50.000000,0.500000,0.500813,4.202905,77.717298,29.229272,7382,3697,185636,9.298631,722.739991,0.195494,20
PMAODV,10,20,19,3,50.000000,0.500000,0.701707,5.888842,71.655694,41.945385,7382,5180,369644,13.214786,726.151117,0.140184,20
PMAODV,12,20,19,3,50.000000,0.500000,0.708480,5.945684,50.012461,17.579484,7382,5230,172292,6.100559,721.542476,0.137962,20
PMAODV,14,20,19,3,50.000000,0.500000,0.733812,6.158274,24.461709,12.052648,7382,5417,158284,5.411086,721.701322,0.133229,20
PMAODV,13,20,19,3,50.000000,0.500000,0.915335,7.681642,15.198112,14.122661,7382,6757,219634,6.019382,722.998246,0.107000,20
PMAODV,15,20,19,3,50.000000,0.500000,0.775129,6.505011,40.321975,30.170050,7382,5722,220476,7.135423,722.559007,0.126277,20
PMAODV,17,20,19,3,50.000000,0.500000,0.338662,3.000000,21.304378,11.137367,7382,2500,127950,9.477778,721.638454,0.288655,20
PMAODV,16,20,19,3,50.000000,0.500000,0.605256,5.079411,70.907317,37.633615,7382,4468,301412,12.492622,725.436320,0.162363,20
PMAODV,18,20,19,3,50.000000,0.500000,0.801951,6.730105,40.934763,28.806217,7382,5920,249478,7.803991,721.953203,0.121952,20
PMAODV,19,20,19,3,50.000000,0.500000,0.534950,4.489389,24.074555,17.289085,7382,3949,174212,8.169532,721.581132,0.182725,20
PMAODV,20,20,19,3,50.000000,0.500000,0.808318,6.783537,70.413985,43.881037,7382,5967,370966,11.512889,724.417816,0.121404,20
PMAODV,21,20,19,3,50.000000,0.500000,0.695611,5.837684,9.505656,8.335039,7382,5135,287528,10.369216,722.679753,0.140736,20
PMAODV,22,20,19,3,50.000000,0.500000,0.697101,5.850189,22.119662,14.252883,7382,5146,218206,7.852413,725.934144,0.141068,20
PMAODV,23,20,19,3,50.000000,0.500000,0.790301,6.632337,157.269323,56.765209,7382,5834,276840,8.787567,723.835264,0.124072,20
PMAODV,24,20,19,3,50.000000,0.500000,0.783121,6.572084,62.692757,26.473866,7382,5781,267298,8.562468,722.278207,0.124940,20
PMAODV,25,20,19,3,50.000000,0.500000,0.531428,4.459832,82.241572,50.858977,7382,3923,156528,7.388903,722.037298,0.184052,20
PMAODV,26,20,19,3,50.000000,0.500000,0.763072,6.403832,96.494234,38.993571,7382,5633,195722,6.434372,722.992478,0.128349,20
PMAODV,27,20,19,3,50.000000,0.500000,0.773368,6.490232,18.808586,18.701674,7382,5709,306870,9.954069,722.321554,0.126523,20
PMAODV,28,20,19,3,50.000000,0.500000,0.707532,5.937726,89.047582,39.281178,7382,5223,238856,8.468810,723.502707,0.138522,20
PMAODV,29,20,19,3,50.000000,0.500000,0.393931,3.305937,29.873179,17.272032,7382,2908,107192,6.826125,721.220344,0.248012,20
