Protocol,Seed,nNodes,nFlows,MaxPaths,InitEnergy_J,PktInterval_s,PDR,Throughput_kbps,Delay_ms,Jitter_ms,TxPkts,RxPkts,CtrlBytes,NRL,EnergyConsumed_J,EnergyPerPkt_J,LiveNodes
PMAODV,21,20,19,3,50.0,0.1,0.307979,12.962274,159.018891,73.269738,37022,11402,2950230,47.916058,741.466411,0.06503,20
PMAODV,22,20,19,3,50.0,0.1,0.345848,14.556126,224.469016,55.381623,37022,12804,2541326,36.755383,741.638706,0.057922,20
PMAODV,23,20,19,3,50.0,0.1,0.283588,11.935705,142.009852,76.726305,37022,10499,2854770,50.353473,740.059753,0.070489,20
PMAODV,24,20,19,3,50.0,0.1,0.356464,15.002905,181.769089,71.819433,37022,13197,2604826,36.551882,735.737155,0.05575,20
PMAODV,25,20,19,3,50.0,0.1,0.329048,13.849011,122.587979,59.413862,37022,12182,2354194,35.787379,739.26617,0.060685,20
PMAODV,26,20,19,3,50.0,0.1,0.358111,15.072253,89.899284,45.730366,37022,13258,2487528,34.745311,734.111438,0.055371,20
PMAODV,27,20,19,3,50.0,0.1,0.327373,13.778526,188.66772,88.345322,37022,12120,3032400,46.332967,742.849596,0.061291,20
PMAODV,28,20,19,3,50.0,0.1,0.303819,12.7872,233.640035,87.513536,37022,11248,3004062,49.458373,740.414138,0.065826,20
PMAODV,29,20,19,3,50.0,0.1,0.420885,17.714274,131.357562,59.787031,37022,15582,1927462,22.907034,734.635248,0.047146,20
PMAODV,30,20,19,3,50.0,0.1,0.352979,14.856253,164.903099,75.087826,37022,13068,2781958,39.42282,733.484078,0.056128,20
QMAODV,1,20,19,3,50.0,0.1,0.202312,8.514947,314.115664,136.921007,37022,7490,2584516,63.90041,740.429139,0.098856,20
QMAODV,2,20,19,3,50.0,0.1,0.205607,8.653642,299.910181,130.779701,37022,7612,3087712,75.11804,735.479744,0.096621,20
QMAODV,3,20,19,3,50.0,0.1,0.273378,11.505979,293.157408,126.677667,37022,10121,2453032,44.883429,738.570392,0.072974,20
QMAODV,4,20,19,3,50.0,0.1,0.307952,12.961137,225.33822,115.528609,37022,11401,2582032,41.939661,739.309912,0.064846,20
QMAODV,5,20,19,3,50.0,0.1,0.352574,14.8392,218.283289,82.164383,37022,13053,2125974,30.161564,731.454236,0.056037,20
QMAODV,6,20,19,3,50.0,0.1,0.313867,13.210105,317.71315,125.349452,37022,11620,2768300,44.117741,735.855039,0.063327,20
QMAODV,7,20,19,3,50.0,0.1,0.283075,11.914105,272.262583,95.745837,37022,10480,2564842,45.321636,739.61751,0.070574,20
QMAODV,8,20,19,3,50.0,0.1,0.265464,11.172884,233.147607,96.636019,37022,9828,2222770,41.882791,730.233655,0.074301,20
QMAODV,9,20,19,3,50.0,0.1,0.286667,12.065305,231.699385,61.958015,37022,10613,1988160,34.691207,734.592327,0.069216,20
QMAODV,10,20,19,3,50.0,0.1,0.283777,11.943663,242.431772,93.902816,37022,10506,2087168,36.7897,732.600763,0.069732,20
QMAODV,11,20,19,3,50.0,0.1,0.286343,12.051663,196.52532,87.889176,37022,10601,2100308,36.689551,740.916799,0.069891,20
QMAODV,12,20,19,3,50.0,0.1,0.289017,12.164211,221.683426,120.450428,37022,10700,3071734,53.162582,744.571163,0.069586,20
